customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
1714248,male,randy reyes,baltimore,md,maryland,21202,united states,north america,1974-06-16
1714276,male,shane laduke,dallas,tx,texas,75248,united states,north america,1945-03-17
1714301,female,michelle glover,trenton,mi,michigan,48183,united states,north america,1958-09-07
1714346,male,john grimes,spokane,wa,washington,99201,united states,north america,1973-04-25
1714451,male,ernest griggs,dothan,al,alabama,36303,united states,north america,1946-11-08
1714587,female,emma pickard,falmouth,me,maine,4105,united states,north america,1980-05-12
1714594,male,michael bearden,woburn,ma,massachusetts,1801,united states,north america,1966-08-09
1714697,male,kenneth deleon,youngstown,oh,ohio,44503,united states,north america,1943-05-18
1714835,female,corrie ramos,little rock,ar,arkansas,72211,united states,north america,1958-01-28
1714946,male,clifton frazier,sergeant bluff,ia,iowa,51054,united states,north america,1940-02-26
1715326,male,jeffrey rothermel,lewisburg,wv,west virginia,24901,united states,north america,1935-04-28
1715354,male,michael dahlke,dierks,ar,arkansas,71833,united states,north america,1965-04-09
1715386,female,mary davis,atlanta,ga,georgia,30303,united states,north america,1973-09-18
1715553,male,samuel glenn,oxford,ms,mississippi,38655,united states,north america,1999-06-18
1715693,male,nick moynihan,raleigh,nc,north carolina,27608,united states,north america,1956-09-18
1715794,female,shirley tanner,atlanta,ga,georgia,30329,united states,north america,1977-07-04
1715827,female,betty hyde,thibodaux,la,louisiana,70301,united states,north america,1963-09-29
1716103,female,elizabeth hawkins,bedford,ma,massachusetts,1730,united states,north america,1938-05-08
1716160,female,pearl carlson,harlingen,tx,texas,78550,united states,north america,1970-10-05
1716246,female,meghan culler,florence,sc,south carolina,29501,united states,north america,1971-02-16
1716357,female,veronica benford,chalmette,la,louisiana,70043,united states,north america,1955-11-25
1716379,female,virginia neal,boise,id,idaho,83704,united states,north america,1995-05-08
1716435,male,benjamin santiago,memphis,tn,tennessee,38110,united states,north america,1942-09-05
1716470,male,andrew walters,harlingen,tx,texas,78550,united states,north america,1973-01-26
1716510,male,james palmer,walpole,ma,massachusetts,2081,united states,north america,1971-03-27
1716565,male,philip pena,barron,wi,wisconsin,54812,united states,north america,1943-09-02
1716584,male,bill smith,hickory hills,il,illinois,60457,united states,north america,1976-09-08
1716647,female,meda newell,monroe,mi,michigan,48161,united states,north america,1941-02-28
1716821,male,paris sammons,newport,ri,rhode island,2840,united states,north america,1954-06-16
1716827,male,dustin bradley,overland park,ks,kansas,66210,united states,north america,1989-10-08
1716962,female,roxanne hill,mocksville,nc,north carolina,27028,united states,north america,1965-06-25
1717167,female,jacqueline thomas,harvey,il,illinois,60426,united states,north america,1956-05-21
1717242,female,katie lemon,madison,wi,wisconsin,53716,united states,north america,1953-07-12
1717593,female,beverly coldwell,san jose,ca,california,95113,united states,north america,1999-09-03
1717637,male,calvin buxton,saint peter,mn,minnesota,56082,united states,north america,1962-07-24
1717650,female,jennifer jacobs,new york,ny,new york,10007,united states,north america,1981-11-09
1717932,female,kimberly barkley,plano,tx,texas,75024,united states,north america,1945-10-23
1717956,male,walter mcgee,atlanta,ga,georgia,30303,united states,north america,1953-07-13
1717991,female,stacey valerio,savannah,ga,georgia,31401,united states,north america,2001-08-23
1718030,male,henry davidson,pontiac,mi,michigan,48342,united states,north america,1954-05-25
1718031,male,edmond kyser,ocean city,md,maryland,21842,united states,north america,1993-11-04
1718194,female,amanda harding,bay city,mi,michigan,48706,united states,north america,1943-02-27
1718240,male,david senn,los angeles,ca,california,90017,united states,north america,1986-11-07
1718289,male,mark hawkins,chicago,il,illinois,60607,united states,north america,1956-07-17
1718303,female,mary brooks,westland,mi,michigan,48185,united states,north america,1960-11-15
1718350,female,nina russell,meridian,ok,oklahoma,73058,united states,north america,1963-12-01
1718597,female,frances williams,brentwood,tn,tennessee,37027,united states,north america,1967-09-04
1718821,male,philip kelly,kokomo,in,indiana,46901,united states,north america,1962-10-21
1718920,male,john blackledge,fort thomas,ky,kentucky,41075,united states,north america,1967-07-22
1719335,male,robert backer,wapakoneta,oh,ohio,45895,united states,north america,1938-10-11
1719466,female,lisa cannon,maple shade,nj,new jersey,8052,united states,north america,1977-11-10
1719541,male,johnny mallette,san luis obispo,ca,california,93401,united states,north america,1963-07-17
1719596,male,samuel tudor,winston salem,nc,north carolina,27012,united states,north america,1944-10-20
1719738,male,joan pascual,woodbury,nj,new jersey,8096,united states,north america,1987-04-16
1719777,male,renato wright,boise,id,idaho,83702,united states,north america,1958-11-02
1719794,male,robert conley,glendive,mt,montana,59330,united states,north america,1959-07-03
1719829,male,carl donovan,marquette,mi,michigan,49855,united states,north america,1973-06-19
1719849,female,josephine billings,mesquite,tx,texas,75149,united states,north america,1953-12-13
1719990,male,walter dickerson,southfield,mi,michigan,48075,united states,north america,1968-05-11
1720025,male,joseph waters,miami,fl,florida,33169,united states,north america,1948-07-28
1720029,female,sally gutierrez,deerfield beach,fl,florida,33441,united states,north america,1946-10-18
1720050,male,gregory mcintosh,new york,ny,new york,10016,united states,north america,1969-12-26
1720112,female,anna jones,crown point,in,indiana,46307,united states,north america,1950-10-10
1720405,female,joyce munoz,austin,tx,texas,78701,united states,north america,1965-01-14
1720475,female,carmen mccaleb,reddick,il,illinois,60961,united states,north america,1995-12-14
1720719,female,rosemary sims,guymon,ok,oklahoma,73942,united states,north america,1949-06-07
1720870,female,sylvia sommer,seaford,de,delaware,19973,united states,north america,1940-05-27
1720942,male,harry mcallister,huntsville,al,alabama,35816,united states,north america,1948-04-23
1720965,female,brenda rodriguez,greenville,sc,south carolina,29607,united states,north america,1996-07-08
1721037,female,wilhelmina beck,west palm beach,fl,florida,33401,united states,north america,1952-11-28
1721080,male,don klinger,kansas city,ks,kansas,64108,united states,north america,1988-01-06
1721634,male,levi smith,sioux city,ia,iowa,51119,united states,north america,1998-04-18
1721961,male,jimmy hamm,edenton,nc,north carolina,27932,united states,north america,1969-05-05
1722159,female,sharon manzano,fairmont,mn,minnesota,56031,united states,north america,1993-06-19
1722247,male,james sosa,tremont,pa,pennsylvania,17981,united states,north america,1952-04-09
1722271,male,lee peterson,la grange (dutchess),ny,new york,12540,united states,north america,1995-07-14
1722330,female,tiffany nadeau,six mile,sc,south carolina,29682,united states,north america,1935-09-15
1722337,male,joshua gerber,toledo,oh,ohio,43615,united states,north america,1958-03-15
1722524,female,sharon mcpherson,clarksdale,ms,mississippi,38614,united states,north america,1949-08-11
1722764,female,connie mckinley,burbank,ca,california,91504,united states,north america,1940-09-22
1722802,male,robert stancil,criders corners,pa,pennsylvania,16033,united states,north america,1964-02-25
1722880,female,virginia carter,laporte,in,indiana,46350,united states,north america,1935-12-15
1722993,male,todd gupta,henry,il,illinois,61537,united states,north america,1978-08-22
1723103,male,juan gardner,south sioux city,ne,nebraska,68776,united states,north america,1974-07-25
1723161,male,christopher youngblood,el paso,tx,texas,79938,united states,north america,1988-12-12
1723332,female,jennifer russell,oakdale,tn,tennessee,37829,united states,north america,1961-03-06
1723372,female,barbara myers,lapeer,mi,michigan,48446,united states,north america,1987-06-23
1723530,male,ted miller,las vegas,nv,nevada,89101,united states,north america,1966-10-05
1723863,female,lacresha organ,grand forks air base,nd,north dakota,58228,united states,north america,1993-12-25
1723864,female,shirley jacques,lamar,co,colorado,81052,united states,north america,1955-06-23
1724062,female,lisa crenshaw,sioux city,ia,iowa,51101,united states,north america,1984-06-21
1724286,male,ralph talley,staunton,va,virginia,24401,united states,north america,1985-07-02
1724519,female,janice anderson,chicago,il,illinois,60605,united states,north america,1947-06-09
1724660,male,wilfredo pitts,beaumont,tx,texas,77701,united states,north america,1982-04-21
1724776,male,tracy shelton,steamboat springs,co,colorado,80487,united states,north america,2001-08-01
1724782,female,samantha maldonado,los angeles,ca,california,90071,united states,north america,1954-01-19
1724786,male,bill starkes,lowell,ma,massachusetts,1852,united states,north america,1992-08-24
1724799,male,dana dehart,lafayette,in,indiana,47905,united states,north america,1975-06-29
1724829,female,lisa johnson,reseda,ca,california,91335,united states,north america,1937-07-18
1724894,female,irene rogers,rochester,ny,new york,14604,united states,north america,1948-03-13
1725170,male,floyd rozier,castaic,ca,california,91310,united states,north america,1942-03-15
1725275,female,hazel drennan,jersey city,nj,new jersey,7304,united states,north america,2001-07-31
1725488,male,oren jacobson,spanish fort,al,alabama,36527,united states,north america,1957-01-27
1725975,male,samuel schreiner,toledo,oh,ohio,43613,united states,north america,1963-08-27
1726473,male,daniel borst,fort riley,ks,kansas,66442,united states,north america,1947-11-06
1726756,female,jessica wiggins,talbotton,ga,georgia,31827,united states,north america,1996-07-14
1726826,female,christine ottinger,syracuse,ny,new york,13202,united states,north america,1974-01-10
1726992,male,robert bradley,jackson,ms,mississippi,39201,united states,north america,1991-02-07
1727024,male,raymond leeson,roswell,ga,georgia,30076,united states,north america,1997-02-04
1727049,female,stephanie durante,beloit,wi,wisconsin,53511,united states,north america,1969-12-04
1727268,female,carol keith,bensalem,pa,pennsylvania,19020,united states,north america,1950-10-11
1727372,male,timothy fitz,portland,wa,washington,97205,united states,north america,1999-03-30
1727550,male,arnold ford,kansas city,mo,missouri,64106,united states,north america,1989-02-25
1727561,female,vida brown,seattle,wa,washington,98106,united states,north america,1994-06-07
1727572,male,kyle shelton,lawrence,ma,massachusetts,1840,united states,north america,1992-05-04
1727849,female,denise smith,eunice,la,louisiana,70535,united states,north america,1939-01-26
1728060,male,dorian beahm,cambridge,ma,massachusetts,2141,united states,north america,1950-12-01
1728188,female,kirsten robinson,austin,tx,texas,78701,united states,north america,1959-04-02
1728275,female,sarah profitt,little rock,ar,arkansas,72211,united states,north america,1961-10-30
1728306,male,eric coleman,laingsburg,mi,michigan,48848,united states,north america,1951-08-16
1728581,female,keshia king,corpus christi,tx,texas,78476,united states,north america,1944-07-22
1728683,female,mary broussard,norfolk,ne,nebraska,68701,united states,north america,1965-08-17
1728981,male,ryan dixon,glenwood,wa,washington,98619,united states,north america,1974-10-10
1729134,female,shirley slack,seattle,wa,washington,98101,united states,north america,1974-02-16
1729199,male,jeffery howell,morning sun,oh,ohio,45311,united states,north america,1989-10-16
1729213,male,billy leach,chattanooga,tn,tennessee,37421,united states,north america,1966-09-02
1729311,female,crystal watkins,tukwila,wa,washington,98168,united states,north america,1966-07-23
1729347,male,michael macdonald,buffalo grove,il,illinois,60089,united states,north america,1943-05-02
1729473,female,lisa moe,new york,ny,new york,10019,united states,north america,1964-08-16
1729484,male,charles ives,houston,tx,texas,77002,united states,north america,1998-07-10
1729522,female,colleen gray,mattoon,il,illinois,61938,united states,north america,2000-05-19
1729535,female,lidia gilbert,new york,ny,new york,10011,united states,north america,1992-02-21
1729563,female,patricia maki,lakewood,nj,new jersey,8701,united states,north america,1945-01-10
1729596,female,emily oswalt,wood dale,il,illinois,60191,united states,north america,1994-07-15
1729776,male,michael carr,murphysboro,il,illinois,62966,united states,north america,1988-05-23
1729878,female,kathryn galloway,minneapolis,mn,minnesota,55402,united states,north america,2001-05-27
1730084,female,christina appleby,eugene,or,oregon,97401,united states,north america,1948-08-11
1730127,male,jason gonzalez,lafayette,la,louisiana,70501,united states,north america,1938-09-22
1730150,female,jacqueline leighton,springfield,ma,massachusetts,1103,united states,north america,1980-11-11
1730190,female,sharon wallace,hartford,ct,connecticut,6103,united states,north america,1965-08-25
1730210,male,ralph wilson,clewiston,fl,florida,33440,united states,north america,1989-04-30
1730391,female,kathleen potts,east hampton,ny,new york,11937,united states,north america,2001-02-15
1730479,male,raymond smith,rolla,mo,missouri,65401,united states,north america,1997-10-02
1730522,male,simon tomlinson,summit,nj,new jersey,7901,united states,north america,1969-06-17
1730966,female,cynthia brown,new haven,ct,connecticut,6511,united states,north america,1943-07-25
1730985,female,ethel wong,brattleboro,vt,vermont,5301,united states,north america,1987-08-31
1731008,male,roger barger,portland,or,oregon,97204,united states,north america,1999-08-19
1731021,female,rebecca foster,little rock,ar,arkansas,72211,united states,north america,1956-03-14
1731044,male,philip roth,long pine,ne,nebraska,69217,united states,north america,2000-05-01
1731078,male,ronald sullins,merrillville,in,indiana,46410,united states,north america,1995-09-12
1731452,female,debbie redd,tulsa,ok,oklahoma,74131,united states,north america,1963-02-15
1731467,female,mamie churchill,hagerstown,in,indiana,47346,united states,north america,1940-07-13
1731517,female,suzanne sims,essex junction,vt,vermont,5452,united states,north america,1945-02-10
1731578,male,bruce cordova,birmingham,al,alabama,35203,united states,north america,1985-05-23
1731694,male,joseph byrne,waltham,ma,massachusetts,2154,united states,north america,1980-04-13
1731696,female,betsey toney,chicago,il,illinois,60631,united states,north america,1985-05-08
1732017,female,sheila landry,scotts valley,ca,california,95066,united states,north america,1984-08-28
1732048,male,herbert bays,miami,fl,florida,33176,united states,north america,1980-06-26
1732121,male,marvin hobbs,houston,tx,texas,77092,united states,north america,1989-02-09
1732250,male,jeff burnett,jacksonville,nc,north carolina,28540,united states,north america,1953-02-23
1732258,male,joshua rucker,aurora,il,illinois,60506,united states,north america,1939-07-18
1732455,male,gerald wells,lewiston,id,idaho,83501,united states,north america,1950-12-13
1732554,male,howard reaper,baltimore,md,maryland,21201,united states,north america,1975-05-21
1732613,male,william hughes,hickory hills,il,illinois,60457,united states,north america,1969-06-04
1732661,male,kenneth cottrell,davenport,ia,iowa,52804,united states,north america,1967-07-18
1732784,female,diane armijo,atmautluak,ak,alaska,99559,united states,north america,1977-12-30
1732890,female,laurie murdock,bridgeview,in,indiana,60455,united states,north america,1969-04-17
1733137,male,benjamin barnes,larkspur,ca,california,94939,united states,north america,1958-10-14
1733373,female,dawn wilson,moanalua,hi,hawaii,96819,united states,north america,1954-02-10
1733399,female,martha harrison,pomona,ca,california,91766,united states,north america,1975-12-19
1733644,male,christoper robinson,vancouver,wa,washington,98663,united states,north america,1995-12-09
1733739,male,joel nagel,el paso,tx,texas,79901,united states,north america,1967-02-02
1733843,male,jerald moore,guymon,ok,oklahoma,73942,united states,north america,1958-12-14
1733863,male,julio howard,piedmont,sc,south carolina,29673,united states,north america,1989-10-06
1733897,female,kelly damian,westminster,ca,california,92683,united states,north america,1991-08-15
1733927,male,robbie miller,houston,tx,texas,77006,united states,north america,1993-11-12
1734698,male,peter omalley,elmsford,ny,new york,10523,united states,north america,1958-01-09
1734732,female,natasha danley,richmond,va,virginia,23222,united states,north america,1950-12-26
1735123,male,richard fajardo,syracuse,ny,new york,13202,united states,north america,1956-06-26
1735125,male,sylvester bobbitt,estacada,or,oregon,97023,united states,north america,1995-09-01
1735139,female,vanessa kates,indianapolis,in,indiana,46218,united states,north america,1956-06-22
1735191,female,martha brathwaite,new brunswick,nj,new jersey,8901,united states,north america,1967-05-31
1735272,male,christopher saiz,traverse city,mi,michigan,49684,united states,north america,1937-01-31
1735341,female,rebekah shuffler,altoona,pa,pennsylvania,16602,united states,north america,1948-03-27
1735650,female,mary ramey,phoenix,az,arizona,85012,united states,north america,1996-03-01
1735668,female,cathy mcglothlin,clarion,pa,pennsylvania,16214,united states,north america,1956-01-30
1735845,female,virginia holden,los angeles,ca,california,90017,united states,north america,1989-03-03
1735869,female,donna alonzo,hillsboro,ks,kansas,67063,united states,north america,1963-05-08
1736019,male,reed flatt,new albany,in,indiana,47150,united states,north america,1941-09-01
1736094,male,steven penland,saint louis,mo,missouri,63146,united states,north america,1963-07-12
1736139,female,martha thornton,dayton,oh,ohio,45459,united states,north america,1986-12-22
1736140,female,katherine smith,lexington,ky,kentucky,40511,united states,north america,2000-04-12
1736495,female,faith kimmel,collingswood,nj,new jersey,8108,united states,north america,1986-01-11
1736536,female,mary larosa,brooklyn,ny,new york,11227,united states,north america,1969-01-05
1736614,male,oscar albers,beaver dam,ky,kentucky,42320,united states,north america,1936-11-06
1736623,female,ellen jamison,detroit,mi,michigan,48226,united states,north america,1965-01-14
1736630,male,ernest tillman,san jose,ca,california,95118,united states,north america,1971-06-13
1736968,female,cindy borba,fayetteville,nc,north carolina,28301,united states,north america,1946-06-15
1737038,male,william berry,kansas city,ks,kansas,66102,united states,north america,1990-10-12
1737226,male,gary clayton,reno,nv,nevada,89501,united states,north america,1973-01-12
1737326,female,ethel alder,arlington,tx,texas,75760,united states,north america,1947-08-01
1737459,male,christopher martinez,pittsburgh,pa,pennsylvania,15212,united states,north america,1953-06-25
1737466,female,christina miller,philadelphia,pa,pennsylvania,19139,united states,north america,1957-10-08
1737591,male,christopher hudson,grand rapids,mi,michigan,49503,united states,north america,1962-03-17
1737854,male,mark jackson,dothan,al,alabama,36303,united states,north america,1990-07-23
1737861,male,jack cutler,laurel,md,maryland,20707,united states,north america,1950-12-11
1737921,male,carroll blalock,newark,pa,pennsylvania,19714,united states,north america,1990-03-24
1737923,female,lora hall,missoula,mt,montana,59802,united states,north america,1968-05-14
1738064,male,ralph spencer,westminster,md,maryland,21157,united states,north america,1951-03-05
1738243,female,verlene gantt,houston,tx,texas,77002,united states,north america,1955-04-19
1738306,male,paul dell,chignik,ak,alaska,99564,united states,north america,1962-07-30
1738341,female,estelle hemphill,saint louis,mo,missouri,63146,united states,north america,1995-06-29
1738345,male,michael provost,los angeles,ca,california,90017,united states,north america,1967-03-05
1738514,male,robert whitford,gardena,ca,california,90247,united states,north america,1998-03-23
1738542,male,allen vigil,camden,nj,new jersey,8102,united states,north america,1939-12-17
1738647,male,roland anglin,bensenville,il,illinois,60106,united states,north america,1999-06-14
1738669,female,maria lemon,springfield,il,illinois,62701,united states,north america,1937-05-26
1738685,male,william wilkerson,norfolk,va,virginia,23510,united states,north america,1938-05-31
1738763,male,mathew johnson,saint louis,mo,missouri,63108,united states,north america,1988-02-04
1739377,female,marian bryant,hutchinson,ks,kansas,67501,united states,north america,1988-11-21
1739383,male,jeremy vargas,mantorville,mn,minnesota,55955,united states,north america,1937-10-15
1739969,female,kimberly salzer,asheville,nc,north carolina,28801,united states,north america,1980-10-10
1739983,male,jason williamson,bloomville,oh,ohio,44818,united states,north america,1974-05-12
1739992,female,betty vega,fort smith,ar,arkansas,72901,united states,north america,1945-04-28
1740013,male,paul moss,green bay,wi,wisconsin,54302,united states,north america,1978-07-01
1740032,female,rose smith,smithfield,va,virginia,23430,united states,north america,1942-08-08
1740312,female,helen fryar,quincy,ma,massachusetts,2169,united states,north america,1961-03-20
1740334,female,india mathis,allentown,pa,pennsylvania,18109,united states,north america,1993-03-25
1740766,female,keena craig,woburn,ma,massachusetts,1801,united states,north america,1937-02-07
1740840,female,corina juarez,columbus,oh,ohio,43212,united states,north america,1955-01-17
1740873,male,john molina,vancouver,wa,washington,98660,united states,north america,1950-01-08
1741021,male,michael canty,coahoma,tx,texas,79511,united states,north america,1996-11-16
1741351,male,michael holt,greenville,nc,north carolina,27834,united states,north america,1943-12-25
1741571,female,tammy johnson,greenwood,sc,south carolina,29646,united states,north america,1941-06-05
1741581,female,dana beckham,reston,va,virginia,22090,united states,north america,1938-01-11
1741678,male,michael turner,riverhead,ny,new york,11901,united states,north america,1986-08-10
1741903,female,marty gray,phoenix,az,arizona,85040,united states,north america,1957-11-24
1741944,male,alfred lawler,truxton,ny,new york,13158,united states,north america,1976-07-10
1742077,female,jody grant,houston,tx,texas,77032,united states,north america,1935-04-24
1742088,female,sharon jackson,la crosse,wi,wisconsin,54601,united states,north america,1946-02-05
1742261,female,maxine inniss,redwood city,ca,california,94063,united states,north america,1982-12-27
1742326,male,kevin simpson,buena park,ca,california,90621,united states,north america,2001-03-27
1742432,female,leah ellis,bloomfield township,mi,michigan,48302,united states,north america,1944-03-02
1742438,female,margaret merritt,tampa,fl,florida,33634,united states,north america,1941-08-02
1742626,female,shauna knight,dallas,tx,texas,75247,united states,north america,1965-08-23
1742787,female,marcella smith,harper,ks,kansas,67058,united states,north america,1944-05-08
1742913,male,joseph hale,st marys,mo,missouri,63673,united states,north america,1956-11-18
1743012,male,john sewell,detroit,mi,michigan,48209,united states,north america,1999-10-26
1743080,male,brian hagler,fort worth,tx,texas,76102,united states,north america,1961-05-11
1743083,male,andreas gamble,lubbock,tx,texas,79401,united states,north america,1996-03-22
1743133,female,mary shelby,denver,co,colorado,80202,united states,north america,1946-09-24
1743422,male,carlos escudero,farmersburg,in,indiana,47879,united states,north america,2001-02-06
1743547,female,nicole scudder,guymon,ok,oklahoma,73942,united states,north america,1980-12-19
1744031,male,justin furman,arkansas city,ks,kansas,67005,united states,north america,1946-05-06
1744333,male,michael bonner,corona,ca,california,91720,united states,north america,1994-04-26
1744383,female,flossie durant,lansing,mi,michigan,48933,united states,north america,1981-05-07
1744411,male,christopher prieto,nashville,tn,tennessee,37211,united states,north america,1948-01-26
1744437,male,albert clark,owatonna,mn,minnesota,55060,united states,north america,1966-12-15
1745076,female,jeannie alicea,grand rapids,mi,michigan,49546,united states,north america,1974-10-25
1745111,male,willie weber,richmond,ca,california,94801,united states,north america,1982-09-27
1745187,male,arthur grady,garden city,ny,new york,11530,united states,north america,1960-01-21
1745222,male,william bullis,williamson,wv,west virginia,25661,united states,north america,1968-11-01
1745312,female,barbara thomas,sterling,il,illinois,61081,united states,north america,1947-04-21
1745379,male,raymond gilbert,royce cityt,tx,texas,75089,united states,north america,1937-04-02
1745497,male,joshua jackson,chicago,il,illinois,60605,united states,north america,1968-10-28
1745820,male,charles cohen,torrington,ct,connecticut,6790,united states,north america,1936-11-19
1745966,female,michelle nelson,mansfield,tx,texas,76063,united states,north america,1976-01-16
1746184,male,samuel robitaille,rochester,ny,new york,14608,united states,north america,1962-04-25
1746251,male,ira perez,charlotte,nc,north carolina,28202,united states,north america,1952-08-26
1746274,male,john greene,knoxville,tn,tennessee,37917,united states,north america,1953-11-30
1746301,female,juanita martin,new york,ny,new york,10007,united states,north america,1943-03-23
1746364,male,claude tompkins,sand springs,ok,oklahoma,74063,united states,north america,1958-04-10
1746504,male,irving thurman,portland,or,oregon,97212,united states,north america,1963-01-26
1746527,male,charles ferguson,arlington heights,il,illinois,60004,united states,north america,1971-12-15
1747015,female,karen robinson,missouri valley,ia,iowa,51555,united states,north america,1971-06-10
1747078,male,jim murrill,deerfield beach,fl,florida,33442,united states,north america,1958-10-27
1747611,female,florine bowers,seattle,wa,washington,98109,united states,north america,1948-05-07
1748140,female,mary mendoza,alloy,wv,west virginia,25002,united states,north america,1994-01-02
1748309,male,donald celentano,fair oaks,ca,california,95628,united states,north america,1938-04-23
1748312,female,erika miller,pittsburgh,pa,pennsylvania,15219,united states,north america,1958-04-22
1748351,female,catherine atkins,roanoke rapids,nc,north carolina,27870,united states,north america,1963-07-27
1748682,male,bernard sutphin,garden city,ny,new york,11530,united states,north america,1986-06-20
1749088,male,jonathan carbajal,conway,ar,arkansas,72032,united states,north america,1967-04-19
1749144,female,julianne frawley,woodlawn,md,maryland,21207,united states,north america,2001-07-05
1749145,female,candi jenkins,san francisco,ca,california,94104,united states,north america,1938-02-05
1749157,male,millard levell,saint louis,mo,missouri,63108,united states,north america,1939-05-06
1749311,female,maria sears,new brunswick,nj,new jersey,8901,united states,north america,1987-02-01
1749380,female,linda flores,cincinnati,oh,ohio,45216,united states,north america,1940-01-20
1749439,female,rheba brown,crestwood,il,illinois,60445,united states,north america,1942-05-10
1749542,female,kathleen lincoln,denton,tx,texas,76201,united states,north america,1980-08-24
1749591,female,ayesha cruz,virginia,mn,minnesota,55792,united states,north america,1961-09-20
1749596,female,tanya clark,new york,ny,new york,10014,united states,north america,1979-07-16
1750109,male,ricky adams,omaha,ne,nebraska,68132,united states,north america,1970-05-11
1750142,male,dan wilson,miami,fl,florida,33132,united states,north america,1977-01-24
1750248,female,amy jones,schaumburg,il,illinois,60173,united states,north america,1998-07-14
1750322,male,adrian allen,aberdeen,sd,south dakota,57401,united states,north america,1948-06-25
1750451,male,ronald voigt,eagan,mn,minnesota,55121,united states,north america,1991-04-01
1750513,male,gene frazier,san francisco,ca,california,94108,united states,north america,1981-03-03
1750528,male,john payne,seattle,wa,washington,98101,united states,north america,1936-08-21
1750554,female,toni morel,bloomfield township,mi,michigan,48302,united states,north america,1990-08-18
1750735,female,lucille mcgee,gulfport,ms,mississippi,39501,united states,north america,1991-07-07
1750920,female,theresa cornman,columbia,md,maryland,21046,united states,north america,1990-03-23
1751015,male,george nixon,houston,tx,texas,77063,united states,north america,1994-06-09
1751091,female,marybeth kelly,bronx,ny,new york,10458,united states,north america,1991-06-30
1751123,male,bernie wright,augusta,ga,georgia,30902,united states,north america,2000-05-07
1751403,male,richard mars,springfield,mo,missouri,65804,united states,north america,1956-11-04
1751553,female,patricia navarrete,waco,tx,texas,76710,united states,north america,1961-10-23
1751728,female,flora laverriere,roseville,mi,michigan,48066,united states,north america,1991-05-28
1751887,male,roberto hernandez,quinhagak,ak,alaska,99655,united states,north america,1952-03-25
1751918,male,colin love,burbank,nv,nevada,84728,united states,north america,1984-12-11
1752012,male,gabriel shackelford,elmhurst,il,illinois,60126,united states,north america,1980-05-13
1752287,female,janice read,franklin boro,nj,new jersey,7416,united states,north america,1953-01-22
1752382,male,milton davis,bristol,nh,new hampshire,3222,united states,north america,1963-02-11
1752592,male,darryl barrie,rolla,mo,missouri,65401,united states,north america,1976-07-10
1752596,female,mary hill,sierra vista,az,arizona,85635,united states,north america,1937-09-09
1752797,female,susan ralls,dubuque,ia,iowa,52001,united states,north america,1960-11-20
1752811,male,david canada,colorado springs,co,colorado,80920,united states,north america,1961-01-21
1753006,male,gordon mclendon,temperance,mi,michigan,48182,united states,north america,1973-01-20
1753015,female,marilee maxwell,grand rapids,mi,michigan,49503,united states,north america,1993-08-08
1753324,male,henry cater,los angeles,ca,california,90042,united states,north america,1954-01-19
1753601,female,teresa baxter,atlanta,ga,georgia,30303,united states,north america,1943-08-30
1754112,male,cary howard,new york,ny,new york,10007,united states,north america,1961-05-27
1754192,male,keith miller,woodland hills,ca,california,91303,united states,north america,1940-08-16
1754205,male,bob williams,henderson,nv,nevada,89015,united states,north america,1962-05-15
1754312,female,janet luke,snowshoe,wv,west virginia,26209,united states,north america,1935-02-06
1754382,female,rose wright,victoria,tx,texas,77901,united states,north america,1978-04-24
1754480,female,brenda olmos,san francisco,ca,california,94108,united states,north america,1962-10-14
1754483,male,david hix,fortuna,ca,california,95540,united states,north america,1944-04-17
1754573,male,lewis rountree,bridgeville,pa,pennsylvania,15017,united states,north america,1992-10-27
1754849,male,scott robbins,mobile,al,alabama,36602,united states,north america,1992-09-07
1754919,female,kimberly banks,saxtons river,vt,vermont,5154,united states,north america,1997-05-04
1755082,male,jack allison,glennie,mi,michigan,48737,united states,north america,1973-04-04
1755084,female,betty garcia,camden,nj,new jersey,8102,united states,north america,1935-10-31
1755207,female,wanda warren,calumet city,il,illinois,60409,united states,north america,1954-07-10
1755623,male,david vest,edinburg,tx,texas,78539,united states,north america,1984-11-23
1755730,female,linda williams,walla walla,or,oregon,99362,united states,north america,1990-08-28
1755769,male,rolando cusick,denver,co,colorado,80216,united states,north america,1944-02-22
1755781,male,jaime madrigal,dallas,pa,pennsylvania,18612,united states,north america,1937-02-22
1755967,male,edward lehman,chicago,il,illinois,60606,united states,north america,1946-03-12
1755993,female,carol goldstein,north star,oh,ohio,45348,united states,north america,1986-12-07
1756027,male,marvin klein,dallas,tx,texas,75238,united states,north america,1944-11-17
1756123,male,sol wiens,camden,nj,new jersey,8102,united states,north america,1936-02-03
1756154,male,gregory martin,tulsa,ok,oklahoma,74116,united states,north america,1956-07-23
1756245,female,christel motley,mililani,hi,hawaii,96789,united states,north america,1967-02-06
1756332,female,helen hedrick,midland,tx,texas,79701,united states,north america,1957-10-27
1756350,male,manuel sanders,oakland,ca,california,94612,united states,north america,1952-08-28
1756364,male,kenneth black,cliffside park,nj,new jersey,7010,united states,north america,1949-10-17
1756535,female,amanda hammon,roseville,mn,minnesota,55113,united states,north america,1986-10-09
1756625,female,tanisha wiley,cedar rapids,ia,iowa,52402,united states,north america,1955-01-31
